time,avg_txs,avg_pow_difficulty,avg_pos_difficulty,avg_fpos_difficulty
2017-03-09 00:00:21,1.0,0.031955718312500006,0,0
2017-03-10 01:44:18,1.0,0.02062331617647059,0,0
2017-03-11 00:00:38,1.0,0.029968664705882345,0.0002501253465346535,0
2017-03-12 00:01:09,1.0,0.034866973186813185,8.682765957446808e-05,2.9999999999999993e-07
2017-03-13 00:00:01,1.0,0.046561270380434755,5.6029736842105284e-05,3.5e-07
2017-03-14 00:01:28,1.0,0.03917714317073172,0.004040516249999999,0.0007662529090909092
2017-03-15 00:00:22,1.0034364261168385,0.02930174701030928,0.008325054893617019,0.0014916711999999996
2017-03-16 00:00:05,1.0,0.0499390305232558,0.012606095208333336,0.002654005471698114
2017-03-17 00:00:22,1.0,0.0644451713294798,0.012232594651162786,0.0014452580392156856
2017-03-18 00:01:43,1.0,0.07084603052941177,0.011364476969696972,0.0019522608620689648
2017-03-19 00:02:57,1.0,0.0614948491954023,0.017296938444444448,0.0022618503076923075
2017-03-20 00:00:18,1.0,0.0678218708287293,0.01415799047619048,0.0019109781666666664
2017-03-21 00:01:32,1.0,0.05876046188571427,0.015427600425531917,0.0017806983333333332
2017-03-22 00:02:15,1.010752688172043,0.06190368553072625,0.01283762888888889,0.0021806723636363643
2017-03-23 00:00:58,1.0,0.0585441264242424,0.011723127826086954,0.0020487274545454553
2017-03-24 00:00:16,1.0,0.043210992882352924,0.01535769261904762,0.0024873957692307697
2017-03-25 00:01:24,1.0036764705882353,0.10525853128654968,0.014147314791666666,0.0025917513207547164
2017-03-26 00:02:10,1.0141342756183747,0.05849111290502794,0.08395656408163264,0.01548297345454546
2017-03-27 00:00:50,1.0074349442379182,0.26766013481927714,0.1737665671111111,0.02656192034482758
2017-03-28 00:00:23,1.0069686411149825,0.23540914565714274,0.42184762980000007,0.05536964854838708
2017-03-29 00:01:11,1.023489932885906,0.2827122643646408,0.5926991009756097,0.07664168473684212
2017-03-30 00:00:38,1.0034965034965035,0.32864626413407827,0.7881254854347829,0.1775754306557378
2017-03-31 00:00:55,1.0,0.33581327764705876,1.8033952977272727,0.19176347548387093
2017-04-01 00:01:39,1.1538461538461537,22.36098866999999,1.723245630416666,0.30939202970588237
2017-04-02 00:00:54,1.2267657992565055,33.75058614230303,1.7797071564444444,0.2453245091525423
2017-04-03 00:00:59,1.130281690140845,28.95083606916202,2.5717181323076916,0.43510351679245274
2017-04-04 00:00:40,1.1382113821138211,18.440267407286818,2.4252638905555557,0.40141441476190487
2017-04-05 00:07:47,1.0833333333333333,21.18360819915151,3.051506837647058,0.5058691071666667
2017-04-06 00:00:57,1.054263565891473,16.33950176716216,3.4224229797727275,0.7454566949999999
2017-04-07 00:00:08,1.2393162393162394,14.744941185357149,3.4919801615254236,0.4789734203174603
2017-04-08 00:10:26,1.183673469387755,17.76073268219178,4.81661844923077,0.5682102511267605
2017-04-09 00:00:26,1.0717131474103585,9.563018062846155,4.543334407222223,0.6161501958208958
2017-04-10 00:09:04,1.0215827338129497,0,4.8412934332075475,0.5611869353488373
2017-04-11 00:05:56,1.0301204819277108,12.846446964473683,6.400609810754716,0.9290354099999998
2017-04-12 00:01:18,1.0344827586206897,20.03068760402298,7.749267518571427,0.9002308443283581
2017-04-13 00:00:53,1.1130434782608696,15.223364152416659,6.994594206999999,0.9805142220000002
2017-04-14 00:06:10,1.0651162790697675,5.833254226138615,7.95940475106383,1.7077426694029851
2017-04-15 00:00:01,1.0215827338129497,27.046664809999996,10.36227798403846,1.487659560877193
2017-04-16 00:00:02,1.1661016949152543,31.530303950578034,6.828141809615384,1.2830393392857145
2017-04-17 00:00:41,1.3519163763066202,171.55587767355564,8.039503642291667,1.457298788474576
2017-04-18 00:00:55,1.2751937984496124,134.2207346871069,8.098889988085103,1.4493167275000003
2017-04-19 00:00:59,1.2132867132867133,64.96625457044942,11.20599013613636,1.3238320724999997
2017-04-20 00:00:39,1.134020618556701,93.96855892628568,10.306575250588235,1.925631522615384
2017-04-21 00:02:55,1.1890243902439024,58.23626121794871,10.891638431875,0.9662831579220776
2017-04-22 00:03:55,1.231578947368421,62.386710059102555,9.328306018124998,1.42039486578125
2017-04-23 00:01:10,1.3451957295373667,101.44160687886226,7.468824531111111,1.0628714528333332
2017-04-24 00:03:08,1.2625899280575539,108.17105094719297,15.041206457608697,1.8008888377049175
2017-04-25 00:01:10,1.1985294117647058,86.00749244930815,10.08715001770833,2.0801715870769226
2017-04-26 00:00:56,1.258555133079848,33.74840674316769,14.19096503959184,2.5167716211320763
2017-04-27 00:02:43,1.2892857142857144,2.011357092832369,15.628856944249998,1.818481138507462
2017-04-28 00:00:26,1.1595744680851063,67.12297099159095,17.848980140000002,2.689128193166667
2017-04-29 00:00:05,1.1648745519713262,17.344169698837216,18.836768607499994,2.855235223333333
2017-04-30 00:06:40,1.109433962264151,17.861476917329192,21.404439674375002,3.4016908705357136
2017-05-01 00:01:31,1.5053003533568905,31.926359826647715,19.494305137755102,3.9804507787931036
2017-05-02 00:03:18,1.3198529411764706,56.300154687225785,20.759550521875003,2.4483909991304342
2017-05-03 00:01:47,1.2281879194630871,62.21957026530054,27.0158216346,3.2668135147692308
2017-05-04 00:05:36,1.2338129496402879,58.087770397616275,31.096227219767442,2.7621672644444435
2017-05-05 00:00:24,1.173913043478261,39.30136759391814,23.585163073809525,3.4618338668253967
2017-05-06 00:02:55,1.1890034364261168,31.641042412905026,31.78372414880001,4.05082691096774
2017-05-07 00:00:21,1.1335616438356164,66.52954661169493,27.635866719622644,4.738679385483871
2017-05-08 00:00:06,1.1575091575091576,120.45994617272191,41.14928201424999,4.2588738015624985
2017-05-09 00:00:56,1.1474820143884892,88.77287948473992,35.81239675000001,4.5460487958333315
2017-05-10 00:00:14,1.1828358208955223,111.57422929576471,48.21802606621621,5.865113893114753
2017-05-11 00:02:47,1.0886524822695036,93.56094164701086,31.48829797375,4.345396551206897
2017-05-12 00:00:01,1.16,76.91261086150293,32.54774153108697,5.517706165357142
2017-05-13 00:00:38,1.1700680272108843,109.79915929527479,35.94048510450981,4.425687210655739
2017-05-14 00:05:31,1.164835164835165,127.58473892406248,35.549176399787235,5.169117025454546
2017-05-15 00:00:16,1.1642857142857144,169.25201134011624,36.362907378163264,7.303129815593221
2017-05-16 00:01:13,1.1569965870307166,134.21169464893256,44.508766528478255,5.142705555942026
2017-05-17 00:00:09,1.1532846715328466,189.92706212404627,49.63680776465117,6.895333337931036
2017-05-18 00:01:23,1.1701388888888888,125.20176745322223,43.888501604285715,6.452919170151513
2017-05-19 00:00:31,1.1549295774647887,101.06201837218387,56.04684277673913,6.751344032031249
2017-05-20 00:00:30,1.1962962962962962,174.80034895969138,70.79309325795454,6.154407792031248
2017-05-21 00:00:03,1.235494880546075,179.67030297868126,49.35209385708334,6.876659968095237
2017-05-22 00:00:12,1.2717770034843205,218.54139387174158,50.559954793404245,6.178897425967741
2017-05-23 00:02:27,1.2597864768683273,185.01722551096594,77.73548769276596,7.628680696206897
2017-05-24 00:00:26,1.2785714285714285,198.6771684034303,52.04918687205127,8.42536034913043
2017-05-25 00:00:44,1.3149350649350648,185.12130344028412,50.79285569979999,6.093943179878047
2017-05-26 00:05:29,1.29553264604811,191.63781935548573,71.59084517068185,7.678146760000001
2017-05-27 00:01:02,1.15018315018315,204.6809881329411,58.068054327499986,9.057473064181817
2017-05-28 00:00:11,1.1883561643835616,170.67192567255555,47.26060259727273,7.915310936911764
2017-05-29 00:00:15,1.1898305084745762,196.23601500100597,55.40877091153844,7.605279339729728
